Accession  no,Sex,Nutrition,Slaughter Group,Date of Birth,Slaughter Date,Days at Death,Sca_GLP,Sca_BG,Sca_SLC,Hum_GL,Hum_GLC,Hum_SD,Hum_Bd,Hum_BT,Hum_BFT,Hum_HT,Hum_HTC,Rad_GL,Rad_Bp,Rad_BFp,Rad_SDmm,Rad_Bd,Mtc_GL,Mtc_Bp,Mtc_BFp,Mtc_SD,Mtc_BFd,Mtc_WCM,Mtc_WCL,Mtc_Dem,Mtc_Del,Mtc_Dvm,Mtc_Dvl,Mtc_BdFus,Pel_SDpu,Pel_SDmmpu,Pel_MRDA,Fem_GL,Fem_GLC,Fem_TC,Fem_SD,Fem_Bd,Tib_GL,Tib_Bp,Tib_SDml,Tib_SDmin,Tib_Bd,Tib_Dd,Navcu_GB,Mtt_GL,Mtt_Bp,Mtt_BFp,Mtt_SD,Mtt_BFd,Mtt_WCM,Mtt_WCL,Mtt_Dem,Mtt_Del,Mtt_Dvm,Mtt_Dvl,Mtt_BdFus,Ast_GLl,Ast_Bd,Ast_Dl,Cal_GL,Cal_BS,Cal_C,Cal_C&D,Cal_GDde,Sca_coracoid_fus,Hum_prox_fus,Hum_dist_fus,Rad_prox_fus,Rad_dist_fus,Mtc_dist_fus,Pel_acetabulum_fus,Fem_caput_fus,Fem_gt_fus,Fem_dist_fus,Tib_prox_fus,Tib_dist_fus,Mtt_dist_fus,Cal_prox_fus,Pph_fore_int_fus,Pph_fore_ext_fus,Pph_dist_int_fus,Pph_dist_ext_fus,Mph_fore_int_fus,Mph_fore_ext_fus,Mph_dist_int_fus,Mph_dist_ext_fus
3617,Female,High,7,5/11/1997,12/12/2000,1311,32.04,19.32,19.76,133,120,14.9,31.59,28.77,28.04,18.07,14.82,147,30.04,27.51,17.3,28.81,116,22.9,22.12,14.63,24.9,11.45,11.3,10.96,10.25,16.6,15.93,24.74,5.65,9.08,5.53,168,167,20.17,16.69,37.85,193,41.58,15.59,12.21,26.02,20.67,23.72,127,20.6,20.59,12.55,24.34,10.85,10.3,10.16,9.59,16.49,15.63,23.94,28.43,18.79,16.24,53.11,17.19,14.08,23.1,23.32,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3618,Female,Low,9,5/11/1996,11/12/2000,1675,31.03,19.47,19.05,126.5,112.5,14.43,28.95,26.75,26.24,16.91,13.44,132,29.62,26.8,16.92,27.88,111,22.63,21.3,13.64,24.43,11.2,11.1,10.37,10,15.47,15.15,23,4.65,7.59,5.15,158,155,19.66,15.83,35.65,180,39.32,15.04,11.7,24.93,20.28,22,120,19.21,19.18,11.48,23.08,11,10.1,9.51,8.85,15.4,14.51,22.44,26.59,17.4,14.62,51.65,15.11,11.79,20.77,21.47,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3619,Male,High,1,16/05/00,04/12/2000,202,32.88,20.8,17.86,128.5,117,13.58,31.46,29.2,28.02,18.84,15.15,132,29.65,28.4,16.14,30.81,112,23.97,23.29,12.95,24.74,11.65,11.4,10.67,9.77,15.96,15.09,26.86,8.32,10.18,8.84,157,158,21.09,15.27,37.22,179.5,41.11,14.19,11.19,26.45,21.57,23.55,119,20.92,20.83,11.06,24.1,11.1,10.2,9.99,9.39,15.86,14.67,25.28,29.84,18.92,16.26,53.47,16.1,12.62,22.44,23,fu,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,fo,fo,fo,fo
3620,Female,High,9,5/5/1996,06/12/2000,1676,30.89,18.1,18.86,132,118,14.04,28.61,26.7,26.41,17.06,13.2,143,30.08,26.84,16.78,28.47,114,22.1,21.48,12.71,23.83,11.3,10.6,9.85,9.15,14.89,14.02,23.97,4.56,7.88,5.11,161,157.5,18.82,15.75,35.23,190.5,39.61,14.27,10.71,25.05,18.97,21.25,122.5,18.72,18.55,10.82,22.33,10.6,9.5,8.76,8.16,14.63,13.48,21.96,25.21,17.01,13.79,51.94,15.03,11.69,20.4,20.92,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3621,Castrate,Low,1,16/05/00,04/12/2000,202,30.73,17.87,16.66,119,109,12.18,28.34,26.59,25.59,17.28,14.34,125,27.48,25.7,14.46,28.59,105.5,22.11,21.64,12.14,24.37,11.15,10.85,10.24,9.45,15.28,14.68,25.15,6.5,7.87,6.34,143,145,19.68,14.09,35.36,169,37.01,12.41,9.93,24.9,19.74,22.29,112,19.16,19.14,10.23,22.92,10.4,9.6,9.38,8.72,15.24,14.16,23.3,29.11,17.76,15.24,51.66,14.7,13.05,22.77,22.77,fu,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3622,Male,Low,5,5/11/1998,05/12/2000,939,33.73,20.94,20.48,138,122,16.01,30.92,29.4,28.5,19.29,15.21,148,30.09,27.97,18.13,30.16,113.5,23.11,22.25,14.78,25.86,12,11.45,10.76,9.84,15.76,15.25,27.52,8.15,9.39,7.83,167.5,166.5,20.63,17.33,39.39,196.5,41.78,15.29,12.18,26.41,21.14,23.24,121.5,21.08,20.7,11.97,24.73,11.45,10.25,9.85,9.21,15.82,14.95,24.7,29.06,19.33,15.85,55.5,15.61,12.58,22.2,22.81,fu,fg,fu,fu,fo,fu,fu,fg,fo,u,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3623,Castrate,High,9,5/12/1996,11/12/2000,1674,32.8,21.61,19.57,141.5,126,14.89,32.04,30.33,29.91,18.63,14.68,160,32.1,29.8,17.19,30.03,125,23.64,23.11,14.06,25.09,11.75,11.2,11.16,10.72,16.55,16.12,25.46,6.49,8.3,6.09,173.5,173.5,20.33,16.74,39.22,211,41.73,15.17,11.45,27.08,21,23.73,138.5,20.6,20.52,12.06,24.53,11.45,10.4,10.13,9.77,16.45,15.52,24.02,27.7,18.75,15.7,56.66,17.02,13.16,22.28,23.27,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3624,Female,Low,3,5/13/1999,13/12/2000,580,29.82,19.81,17.2,126.5,112,13.68,28.62,26.6,26.27,17.01,13.37,131.5,28.72,26.58,15.79,27.5,108,21.84,21.09,12.89,23.23,10.6,10.4,9.84,9.39,14.62,14.2,24.93,5.07,8.5,3.88,156,155,19.67,15.71,37.33,181.5,38.81,13.91,11.58,24.49,20.2,21.73,118.5,19.32,19.3,11.03,22.6,10.55,9.45,9.1,8.9,14.73,14.06,23.36,26.48,17.43,14.58,52.18,14.49,11.46,20.91,21.21,fu,u,fu,fu,u,fg,fu,fo,fo,u,u,fu,fo,fo,fo,fo,fu,fo,fu,fu,fu,fu
3625,Male,Low,7,5/4/1997,05/12/2000,1311,32.43,22.16,20.74,133,118,15.96,32.2,29.61,29.11,18.44,14.76,139,32.77,29.81,18.58,30.29,112,23.83,23.19,14.3,25.28,11.85,11.35,11.33,10.68,16.35,15.84,25.84,8.38,9.6,7.96,162,159.5,19.8,16.79,40.33,187.5,44.09,15.97,11.57,27.66,21.18,23.61,122,20.27,20.13,11.4,24.05,11.5,10.1,10.8,10.07,16.49,15.55,23.59,27.5,19.01,15.98,54.33,16.19,13.53,22.07,23.48,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3626,Female,Low,1,25/05/00,04/12/2000,193,27.95,16.48,14.5,110.5,102,11.01,26.75,24.66,23.67,15.93,13.75,114,25.8,24.57,12.85,26.14,96.5,20.24,20.05,10.53,21.21,10.05,9.5,9.21,8.41,14.04,13.38,22.27,5.19,7.17,5.15,134,136,19.39,13.13,33.12,155.5,36.1,11.24,9.44,23.62,18.2,20.67,102.5,17.47,17.4,9,20.74,9.65,8.75,8.47,7.33,14.14,12.72,20.87,26.91,16.79,14.46,47.51,13.92,12.2,20.69,20.59,fu,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3627,Female,High,7,5/3/1997,11/12/2000,1318,33.24,21.89,20.55,139.5,122.5,15,31.97,29.43,29.24,19.84,14.98,146,33.06,30,18.11,30.59,121,24.61,23.49,14.09,25.83,12.45,11.45,11.29,10.25,16.81,15.95,25.38,5.52,10.02,5.12,169,165.5,20.37,17.07,41.01,196,44.07,15.81,12.19,28.94,21.61,24.65,131.5,20.47,20.42,12.23,25.31,11.9,10.7,10.47,9.76,16.88,15.57,24.3,28.87,19.48,16.14,59.35,16.92,13.37,23.3,23.73,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3628,Female,Low,9,5/7/1996,06/12/2000,1674,32.46,20.31,19.09,135,120.5,14.7,32.02,29.68,29.19,19.37,14.6,149,32.76,30.26,17.5,30.92,114,22.89,21.9,13.84,25.38,11.6,11.05,10.18,9.45,15.8,15.06,25.41,6.21,9.51,4.27,164,163.5,21.19,16.41,38.23,200.5,41.3,15.25,12.6,26.61,21.32,23.26,119,20.19,20.11,12.26,24.53,11.1,10.3,9.88,8.73,15.86,14.73,23.71,28.26,18.43,15.61,54.13,16.56,13.47,22.15,23.17,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3629,Female,Low,9,4/27/1996,06/12/2000,1684,30.66,19.05,17.49,125,110,13.15,29.53,26.52,25.42,17.84,13.4,132,29.23,25.97,15.83,27.01,109,21.25,20.91,12.86,22.77,10.65,10.15,10.4,9.84,15.48,15.02,22.75,5.19,6.97,4.83,153,151,19.94,15.25,36.05,181,38.92,14.26,11.47,25.21,19,21.43,120,19.38,19.1,11.12,22.26,10.15,9.4,9.81,9.52,15.36,14.54,21.77,26.13,17.43,14.58,51.45,15.65,11.98,20.79,21.04,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3630,Female,Low,7,5/17/1997,12/12/2000,1305,30.41,18.78,18.12,133,118,13.99,29.35,27.64,26.83,18.17,14.3,142,30.31,27.59,16.21,28.1,121,21.84,20.94,12.96,23.63,10.95,10.6,10.67,9.8,15.67,15.04,24.16,5.09,8.28,4.24,160.5,158.5,19.99,14.81,37.08,191,38.25,13.94,10.66,25.37,19.97,21.46,132,18.96,18.96,10.88,22.36,10.4,9.6,9.97,8.97,15.85,14.69,22.23,26.5,17.47,14.63,52.5,15.37,12.01,21.01,21.21,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3631,Female,Low,7,6/3/1997,12/12/2000,1288,30.1,18.86,18.52,132,116.5,14.15,29.22,26.95,26.59,17.48,14.11,137,29.83,26.78,17.02,28.9,114.5,21.43,20.61,12.82,23.18,10.65,10.4,10.21,9.43,14.9,14.31,23.79,5.07,8.67,4.41,158,158,20.11,15.6,37.94,183,39.63,14.77,11.07,24.25,19.62,20.9,121.5,18.62,18.12,11.17,22.12,10.25,9.4,9.37,8.88,14.78,13.83,22.24,25.87,16.91,14.27,52.27,15.26,12.34,21.06,21.16,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3632,Female,Low,1,26/05/00,04/12/2000,192,28.05,16.81,14.49,112,102,10.95,26.5,25.14,24.09,15.9,13.29,116.5,26.57,24.91,12.76,26.61,102,20.73,20.73,11.35,22.24,10.4,9.8,10.05,9.15,14.93,14.21,22.89,6.16,7.3,5.31,132,133.5,18.33,12.96,33.6,160.5,35.18,11.7,9.5,23.66,19.26,20.92,112,18.37,18.33,9.99,22.25,10.4,9.15,9.36,8.81,15.24,14.19,22.31,26.09,16.9,14.38,47.49,14.2,11.93,19.46,20.29,fu,u,fo,fu,u,u,fu,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3633,Castrate,High,1,27/05/00,04/12/2000,191,31.7,18.58,16.46,124.5,114,12.96,30.78,28.55,27.54,17.68,15.45,133,29.53,27.83,15.03,29.91,115,23.51,23.01,12.48,25.11,11.85,11.05,11.15,10,16.83,15.83,26.01,8.27,9.22,7.37,154.5,154.5,21.46,14.91,38.13,181,39.13,13.38,10.8,27.02,21.42,23.73,123,21.1,20.92,10.88,23.85,11.25,10.05,10.21,9.39,16.58,15.48,24.58,29.06,18.64,16.23,53.91,16.14,12.99,22.38,22.99,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
3634,Castrate,Low,6,02/05/98,22/08/2001,1208,34.2,21.22,20.51,139,123.5,15.87,32.47,30.53,30.33,20.05,15.51,153.5,32.67,30.1,19.18,30.4,121,24.09,23.04,15.66,26.11,12.15,11.7,11.38,10.42,16.9,16.24,27.02,7.37,9.13,7.55,173,173,20.34,17.33,40.62,206,42.87,15.79,12.46,27.92,20.93,24.32,129.5,20.98,20.46,12.85,25.18,11.35,10.5,10.26,9.39,16.7,15.58,24.73,29.62,19.2,16.66,59.13,17.15,14.1,23.95,24.39,fu,fg,fu,fu,u,fu,fu,fg,fu,u,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3635,Male,High,2,12/05/00,28/08/2001,473,34.56,22.7,21.88,143,127,16.74,34.67,31.77,31.39,19.91,15.71,148.5,34.08,31.79,19.78,32.63,120.5,24.45,23.66,15.29,26.61,12.45,11.9,10.98,10.23,16.86,16.21,29.41,9.5,10.22,8.78,172,171.5,22.27,19.38,41.65,200.5,45.15,16.74,13.02,28.29,22.33,23.52,130.5,21.21,21.05,12.97,24.88,11.65,10.7,10.2,9.77,16.58,15.53,26.65,29.39,19.09,15.78,55.3,17.18,13.09,22.53,22.78,fu,u,fu,fu,u,u,fu,u,fg,u,u,fo,u,u,fo,fo,fo,fo,fu,fu,fu,fu
3636,Male,Low,9,5/3/1996,05/12/2000,1677,32.78,20.72,19.47,138,123,15.01,30.55,28.03,27.41,18.53,14.32,144.5,30.14,27.24,16.99,29.48,117,22.44,21.84,13.24,23.21,10.75,10.05,10.67,9.83,15.59,15.02,23.72,8.3,9.06,7.39,164.5,164,19.97,16.25,38.85,189.5,41.15,15.02,10.92,24.65,19.53,21.65,125,19.61,19.3,11.34,22.2,10.65,9.25,9.84,9,15.47,14.18,21.8,26.76,16.68,14.03,50.89,15.76,12.58,21.55,21.41,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3637,Male,Low,9,5/9/1996,05/12/2000,1671,36.05,23.75,22.9,148,128.5,17.06,34.63,31.72,31.41,21.42,16.17,157,34.96,32.15,20.18,33.74,121,26.42,25.38,15.76,27.44,12.8,12.35,12.25,11.44,17.14,16.65,28.81,10.15,13.12,8.83,180,174,22.18,18.7,43.63,204,45.69,16.81,13.04,29.37,22.71,25.77,128,23.24,22.71,12.96,25.77,12.1,11.1,11.26,10.66,17.39,16.17,26.44,30.07,20.64,17.19,59.91,17.58,13.78,24.68,24.48,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3638,Male,High,9,5/15/1996,05/12/2000,1665,37.36,22.99,23.35,151.5,133,17.78,35.4,32.51,32.04,21.37,16.85,158,36.86,32.28,20.32,34.06,120,26.55,25.15,16.69,28.31,13,12.55,11.36,11.06,16.85,16.56,30.34,9.55,11.21,7.99,180,179,22.57,19.63,43.91,209,47.5,17.59,13.6,29.37,23.42,28.61,131,23.1,22.76,14.2,26.83,12.3,11,10.6,9.72,16.87,16.07,26.56,31.37,21.21,17.08,60.4,17.57,15.19,25.22,24.81,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3639,Castrate,Low,9,5/20/1996,11/12/2000,1666,32.13,20.7,19.66,140,123.5,14.98,31.35,28.87,28.3,19.52,14.81,154,31.01,28.49,17.23,29.77,115,22.51,21.54,13.78,24.02,11.25,10.8,10.59,9.91,15.67,15.24,24.49,6.52,7.61,5.42,170.5,167,20.15,16.25,37.4,203.5,40.03,15.37,11.47,26.19,20.38,22.14,125,19.46,19.05,11.55,22.89,10.6,9.95,9.76,9.13,15.9,14.93,22.64,28.13,17.53,15.05,54.61,15.3,12.56,22.01,22.46,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3640,Female,Low,9,4/27/1996,06/12/2000,1684,31.47,18.05,18.17,130,115,13.93,29.7,27.09,26.59,18.05,13.86,140,30.36,27.08,15.87,26.92,114.5,21.63,21.25,12.67,23.44,10.8,10.45,10.65,10.17,15.78,15.49,24.05,6.13,7.46,5.33,160,158.5,20.38,15.68,36.5,189.5,39.62,14.24,11.83,25.66,19.1,22.32,124.5,19.41,19.21,11.33,22.99,10.35,9.75,10.08,9.75,15.82,15.24,22.65,27.14,17.85,14.95,54.33,15.41,12.79,20.94,21.76,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3641,Female,High,9,4/30/1996,06/12/2000,1681,28.64,17.99,18.46,129.5,114,13.75,27.98,26.37,26.35,16.87,13.06,142.5,29.81,26.7,16.74,26.78,118,21.01,20.17,11.95,22.94,10.55,10.3,10.21,9.38,15.12,14.55,22.69,5.05,7.4,4.97,157,157,18.02,14.98,34.74,192,38.41,13.73,10.78,24.14,18.94,20.43,127,18.2,18.08,10.56,21.65,9.95,9.25,9.05,8.56,14.88,14.08,21.37,24.88,16.78,13.36,50.24,14.43,10.85,19.18,19.93,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3642,Female,Low,9,5/1/1996,06/12/2000,1680,32.04,19.2,18.35,136,120.5,13.77,29.28,27.4,26.61,17.9,13.16,140,30.23,26.88,16.05,28.54,113,22.25,21.17,12.74,24.68,11.2,10.9,10.63,10.11,15.35,14.89,23.9,5.04,7.98,5.26,163,161,20.42,15.8,37.32,191.5,40.04,14.35,10.51,24.54,19.41,21.79,123,19.37,19.36,10.89,23.31,10.95,9.95,9.7,9.21,15.15,14.25,22.52,26.07,17.52,14.22,54.11,14.83,12.01,20.98,21.05,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3643,Female,Low,9,5/2/1996,06/12/2000,1679,30.73,18.25,17.69,125,110.5,13.23,27.44,24.93,24.58,16.47,13.2,131.5,28.24,25.3,16.06,27.24,104.5,20.75,19.97,12.37,22.18,10.3,9.9,9.94,9.3,14.15,13.67,21.93,4.3,7.89,5.15,151.5,149.5,18.36,15.14,35.39,174,39.11,13.93,10.34,24.73,18.96,21.06,112.5,18.45,18.16,10.73,20.95,9.7,8.9,9.2,8.36,14.22,13.07,20.86,24.86,16.27,13.82,49.66,14.72,11.92,19.71,20.11,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3644,Female,High,7,5/11/1997,12/12/2000,1311,30.81,18.65,18.89,134,120,14.79,29.55,27.58,27.38,17.69,13.47,144.5,30.97,28.19,16.74,28.85,116,23.04,22.27,12.68,23.61,11,10.65,10.07,9.62,15.09,14.44,24.88,5.86,7.3,5.45,165,165,19.98,16.27,37,193,41.3,14.71,11.56,26.38,19.19,22.42,124.5,20.17,19.97,10.83,22.96,10.8,9.95,9.37,8.67,15.32,14.36,23.04,26,18,14.71,51.89,15.33,12.32,20.52,21.24,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3645,Female,High,7,5/3/1997,11/12/2000,1318,31.94,20.43,19.88,129.5,115.5,15.14,30.55,28.48,28.41,18.54,14.44,138,31.56,28.9,18.02,30.59,110,23.16,22.39,14.37,25.77,11.95,11.3,10.54,9.88,15.91,15.18,25.56,5.98,9.64,5.56,161,160.5,20.72,17.21,38.31,187,40.95,15.47,11.89,26.49,20.42,24.31,120,19.78,19.6,12.3,24.48,11.3,10.25,9.74,9.05,15.54,14.64,23.94,28.18,18.36,15.54,55.86,15.76,12.54,23,22.83,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3646,Castrate,High,8,02/05/97,27/08/2001,1578,33.97,20.64,20.24,144,127,15.47,30.94,29.54,29.28,19.31,14.65,151.5,32.51,29.46,18.18,30.36,121,24.15,23.33,14.75,26.13,12.05,11.65,11.04,10.35,16.41,15.77,25.64,6.43,8.35,5.21,172.5,172.5,20.73,17.92,39.35,202,42.45,15.71,12.99,27.43,21.04,23.19,130.5,21.17,20.63,12.36,25.11,11.6,10.65,10.31,9.51,16.07,15.03,24.15,28.5,18.64,15.75,56.58,16.05,13.57,22.94,23.05,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3647,Castrate,High,6,10/05/98,27/08/2001,1205,34.26,20.87,21.32,145.5,129.5,16.66,31.91,30.02,29.9,19.11,14.63,160,34.37,30.92,18.09,30.17,123,23.57,22.87,15.1,25.27,11.5,10.95,11.9,10.81,16.94,16.35,25.9,6.84,9.47,7.29,177,174,20.24,18.21,39.92,209,44,16.13,12.38,27.95,21.72,24.44,132.5,20.2,20.07,12.7,24.19,11.2,9.9,11.08,10.25,17.24,16.22,24.46,28.74,19,16.07,55.46,17.03,13.6,22.51,22.96,fu,fo,fu,fu,fo,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3648,Castrate,High,4,09/05/99,22/08/2001,836,35.24,21.5,21.04,144,128,15.56,32.68,30.61,29.8,19.99,15.48,153.5,31.73,30,18.28,30.6,126.5,24.09,23.31,15.25,25.95,11.85,11.65,11.4,11.38,16.58,16.31,27.82,7.24,8.67,6.46,178,177,20.95,17.29,38.51,208,41.82,15.76,12.67,26.28,21.09,24.61,137.5,21.42,21.29,12.98,24.43,11.3,10.8,10.54,9.94,16.46,16.06,26,28.81,19.35,15.88,58.46,17.03,12.87,22.93,22.26,fu,fg,fu,fu,u,fo,fu,fg,fo,u,u,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu
3649,Castrate,Low,6,11/05/98,28/08/2001,1205,33.1,21.04,18.73,140.5,124,14.44,31.71,29.79,29.4,18.74,14.66,153,32.2,29.5,17.03,28.97,118.5,23.96,22.89,14.66,25.42,11.55,11.3,11.03,10.7,16.4,16.04,26.79,6.36,8.3,6,168.5,168,20.71,16.36,39.97,203,41.97,14.58,12.2,25.98,21.08,23.13,128.5,20.88,20.48,11.85,24.13,10.9,10.25,9.98,9.64,16.08,15.33,24.49,28.38,18.66,15.86,56.69,16.14,12.71,22.4,23.76,fu,fg,fu,fu,u,fo,fu,fg,fg,u,u,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu
3650,Castrate,High,4,09/05/99,27/08/2001,841,33.52,21.52,20.9,136.5,121,16.24,31.85,29.58,29.31,19.62,15.82,152,32.02,29.32,18.92,31.49,114,24.08,23.16,16.12,27.54,12.55,11.95,10.61,9.73,15.73,15.11,29.94,6.68,9.56,5.52,166.5,169,20.59,17.87,38.89,200,40.56,16.28,12.92,27.39,20.65,25.1,122.5,21.77,21.69,13.59,26.23,11.9,10.75,10.16,9.15,15.68,14.82,27.04,27.81,19.39,15.94,56.43,16.72,14.34,22.93,22.94,fu,fg,fu,fu,u,u,fu,fg,fo,u,u,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu
3651,Female,Low,8,30/04/97,27/08/2001,1580,31.05,18.15,19.6,133.5,118,13.9,29.81,27.59,27.47,18.17,14.05,140.5,31.11,28.11,16.93,28.9,114.5,22.37,21.71,13.3,23.3,10.75,10.25,10.4,9.87,15.57,14.89,23.54,5.42,7.67,4.94,162.5,158.5,19.42,15.79,37.95,186,39.61,14.02,11.38,24.83,19.22,22.22,126,19.26,19.06,10.98,22.05,10.3,9.45,9.61,9.1,15.45,14.3,22.13,26.72,17.98,14.97,53.11,15.58,11.86,21.23,21.79,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3652,Female,High,1,11/05/00,04/12/2000,207,29.28,19.09,15.73,122.5,111,13.03,28.6,26.21,25.97,17.28,14.29,125,28.15,25.97,14.26,27.82,105,21.92,21.36,12.26,23.48,10.95,10.75,9.88,9.25,15.19,14.64,24.34,6.24,7.84,3.99,149.5,149,20.7,15.02,34.82,170,38.47,13.13,9.66,25.33,19.7,22.88,110.5,19.81,19.79,10.23,22.86,10.6,9.8,8.73,8.4,15.19,14.3,23.08,27.46,18.39,15.55,52.6,15.07,12.96,22.05,22.11,fu,u,fu,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,fo,fo,fo,fo
3653,Female,High,1,13/05/00,04/12/2000,205,30.61,19.8,17.33,122.5,109.5,14.15,28.88,26.51,25.94,17.64,13.71,122,28.86,26.89,16.62,29.07,102,22.35,21.43,12.73,23.43,11.2,10.55,10.06,9.25,14.74,14.08,25.83,5.68,8.15,5.76,149,148,19.04,16.12,35.02,170,38.38,13.88,11.2,26.26,20.29,22.07,108.5,19.12,18.99,10.43,22.52,10.75,9.55,9.28,8.43,14.64,13.67,23.39,27.44,17.61,15.13,50.28,14.61,11.95,21.23,21.61,fo,u,fo,fu,u,u,fo,u,u,u,u,u,u,u,u,u,u,u,fo,u,fo,fo
3654,Male,High,7,5/3/1997,05/12/2000,1312,33.81,20.16,21.68,142.5,124.5,15.97,32.58,30.41,30.38,20.1,14.98,152,34.56,31.34,18.82,31.1,121,24.08,22.95,14.18,25.05,11.35,10.9,10.92,10.48,16.57,16.25,25.29,8.08,11.65,7.98,171,170.5,20.92,18.66,39.44,203,43.9,16.71,12.37,27.59,21.08,23.51,132,21.15,20.67,12.34,24.48,10.95,10.1,10.27,9.77,16.71,15.99,23.9,28.73,19.23,15.6,56.12,17.1,13.29,22.7,23.33,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3655,Female,High,8,11/05/97,27/08/2001,1569,30.38,18.9,18.25,137.5,122,13.12,29.11,26.75,26.61,17.22,13.56,145.5,29.94,27,15.88,27.63,121,22.1,21.51,12.22,23.13,10.85,10.4,10.46,9.7,15.84,15.24,22.96,5.3,7.48,4.92,168.5,167.5,20.06,16.19,37.25,202,40.62,14.04,11.42,24.77,19.45,21.51,129.5,19.4,18.82,10.79,22.55,10.5,9.8,9.47,8.9,15.7,14.57,22.29,26.42,17.41,14.52,52.7,15.35,12.83,21.71,21.53,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
